consumer_id,group,amount,purchase,redeem,pageviews,visit,discount
375,T1L,0,0,0,9,1,0
376,T1L,0,0,0,0,0,0
377,T1L,0,0,0,0,0,0
378,T1L,0,0,0,0,0,0
379,T1L,0,0,0,0,0,0
380,T1L,0,0,0,0,0,0
381,T1L,0,0,0,0,0,0
382,T1L,0,0,0,22,1,0
383,T1L,0,0,0,0,0,0
384,T1L,0,0,0,15,1,0
385,T1L,0,0,0,0,0,0
386,T1L,0,0,0,0,0,0
387,T1L,0,0,0,14,1,0
388,T1L,0,0,0,0,0,0
389,T1L,0,0,0,0,0,0
390,T1L,0,0,0,0,0,0
391,T1L,0,0,0,0,0,0
392,T1L,0,0,0,0,0,0
393,T1L,37.27929101,1,1,15,1,0.158087445
394,T1L,0,0,0,0,0,0
395,T1L,0,0,0,0,0,0
396,T1L,0,0,0,6,1,0
397,T1L,0,0,0,12,1,0
398,T1L,0,0,0,0,0,0
399,T1L,0,0,0,0,0,0
400,T1L,0,0,0,0,0,0
401,T1L,0,0,0,0,0,0
402,T1L,0,0,0,13,1,0
403,T1L,0,0,0,0,0,0
404,T1L,0,0,0,0,0,0
405,T1L,0,0,0,0,0,0
406,T1L,0,0,0,6,1,0
407,T1L,0,0,0,0,0,0
408,T1L,0,0,0,11,1,0
409,T1L,0,0,0,17,1,0
410,T1L,0,0,0,11,1,0
411,T1L,0,0,0,14,1,0
412,T1L,0,0,0,0,0,0
413,T1L,0,0,0,9,1,0
414,T1L,0,0,0,4,1,0
415,T1L,0,0,0,0,0,0
416,T1L,0,0,0,0,0,0
417,T1L,0,0,0,0,0,0
418,T1L,0,0,0,12,1,0
419,T1L,0,0,0,10,1,0
420,T1L,0,0,0,0,0,0
421,T1L,0,0,0,0,0,0
422,T1L,30.74085017,1,0,10,1,0.349316048
423,T1L,0,0,0,0,0,0
424,T1L,0,0,0,13,1,0
425,T1L,0,0,0,7,1,0
426,T1L,0,0,0,0,0,0
427,T1L,0,0,0,15,1,0
428,T1L,0,0,0,13,1,0
429,T1L,0,0,0,0,0,0
430,T1L,0,0,0,0,0,0
431,T1L,33.3593936,1,0,6,1,0.217171867
432,T1L,0,0,0,0,0,0
433,T1L,0,0,0,0,0,0
434,T1L,0,0,0,0,0,0
435,T1L,0,0,0,0,0,0
436,T1L,0,0,0,0,0,0
437,T1L,0,0,0,0,0,0
438,T1L,0,0,0,0,0,0
439,T1L,0,0,0,13,1,0
440,T1L,0,0,0,0,0,0
441,T1L,0,0,0,14,1,0
442,T1L,0,0,0,0,0,0
443,T1L,0,0,0,0,0,0
444,T1L,0,0,0,0,0,0
445,T1L,0,0,0,0,0,0
446,T1L,0,0,0,0,0,0
447,T1L,0,0,0,0,0,0
448,T1L,0,0,0,0,0,0
449,T1L,0,0,0,10,1,0
450,T1L,0,0,0,0,0,0
451,T1L,0,0,0,0,0,0
452,T1L,0,0,0,13,1,0
453,T1L,0,0,0,0,0,0
454,T1L,0,0,0,13,1,0
455,T1L,0,0,0,0,0,0
456,T1L,0,0,0,0,0,0
457,T1L,0,0,0,0,0,0
458,T1L,0,0,0,0,0,0
459,T1L,0,0,0,0,0,0
460,T1L,0,0,0,10,1,0
461,T1L,0,0,0,0,0,0
462,T1L,0,0,0,0,0,0
463,T1L,0,0,0,0,0,0
464,T1L,0,0,0,0,0,0
465,T1L,0,0,0,9,1,0
466,T1L,0,0,0,9,1,0
467,T1L,0,0,0,9,1,0
468,T1L,0,0,0,0,0,0
469,T1L,25.75986855,1,0,7,1,0.314331013
470,T1L,0,0,0,7,1,0
471,T1L,0,0,0,17,1,0
472,T1L,0,0,0,10,1,0
473,T1L,0,0,0,8,1,0
474,T1L,0,0,0,12,1,0
475,T1L,0,0,0,0,0,0
476,T1L,0,0,0,0,0,0
477,T1L,0,0,0,0,0,0
478,T1L,0,0,0,13,1,0
479,T1L,0,0,0,0,0,0
480,T1L,0,0,0,15,1,0
481,T1L,0,0,0,0,0,0
482,T1L,0,0,0,8,1,0
483,T1L,0,0,0,0,0,0
484,T1L,0,0,0,0,0,0
485,T1L,0,0,0,0,0,0
486,T1L,0,0,0,0,0,0
487,T1L,0,0,0,12,1,0
488,T1L,0,0,0,11,1,0
489,T1L,0,0,0,0,0,0
490,T1L,0,0,0,7,1,0
491,T1L,0,0,0,0,0,0
492,T1L,0,0,0,0,0,0
493,T1L,0,0,0,9,1,0
494,T1L,0,0,0,0,0,0
495,T1L,0,0,0,0,0,0
496,T1L,0,0,0,0,0,0
497,T1L,0,0,0,9,1,0
498,T1L,0,0,0,0,0,0
499,T1L,0,0,0,0,0,0
500,T1L,0,0,0,0,0,0
501,T1L,0,0,0,0,0,0
502,T1L,0,0,0,9,1,0
503,T1L,0,0,0,0,0,0
504,T1L,0,0,0,7,1,0
505,T1L,0,0,0,17,1,0
506,T1L,0,0,0,0,0,0
507,T1L,0,0,0,0,0,0
508,T1L,0,0,0,0,0,0
509,T1L,0,0,0,0,0,0
510,T1L,0,0,0,0,0,0
511,T1L,0,0,0,14,1,0
512,T1L,0,0,0,8,1,0
513,T1L,0,0,0,0,0,0
514,T1L,0,0,0,0,0,0
515,T1L,0,0,0,19,1,0
516,T1L,0,0,0,4,1,0
517,T1L,0,0,0,0,0,0
518,T1L,0,0,0,12,1,0
519,T1L,0,0,0,0,0,0
520,T1L,0,0,0,0,0,0
521,T1L,0,0,0,0,0,0
522,T1L,0,0,0,0,0,0
523,T1L,0,0,0,7,1,0
524,T1L,33.60173597,1,0,11,1,0.302094682
525,T1L,0,0,0,0,0,0
526,T1L,0,0,0,7,1,0
527,T1L,0,0,0,12,1,0
528,T1L,0,0,0,0,0,0
529,T1L,0,0,0,0,0,0
530,T1L,0,0,0,10,1,0
531,T1L,0,0,0,9,1,0
532,T1L,0,0,0,0,0,0
533,T1L,0,0,0,10,1,0
534,T1L,0,0,0,0,0,0
535,T1L,26.37048612,1,0,11,1,0.306155231
536,T1L,0,0,0,8,1,0
537,T1L,0,0,0,0,0,0
538,T1L,0,0,0,0,0,0
539,T1L,0,0,0,0,0,0
540,T1L,0,0,0,12,1,0
541,T1L,0,0,0,5,1,0
542,T1L,24.18076508,1,1,11,1,0.224497378
543,T1L,0,0,0,0,0,0
544,T1L,0,0,0,0,0,0
545,T1L,0,0,0,13,1,0
546,T1L,0,0,0,9,1,0
547,T1L,0,0,0,14,1,0
548,T1L,29.66746141,1,0,12,1,0.260742811
549,T1L,0,0,0,0,0,0
550,T1L,0,0,0,0,0,0
551,T1L,0,0,0,0,0,0
552,T1L,0,0,0,0,0,0
553,T1L,0,0,0,9,1,0
554,T1L,0,0,0,0,0,0
555,T1L,0,0,0,8,1,0
556,T1L,0,0,0,0,0,0
557,T1L,0,0,0,0,0,0
558,T1L,0,0,0,17,1,0
559,T1L,0,0,0,0,0,0
560,T1L,0,0,0,0,0,0
561,T1L,0,0,0,0,0,0
562,T1L,0,0,0,7,1,0
563,T1L,0,0,0,6,1,0
564,T1L,0,0,0,10,1,0
565,T1L,0,0,0,0,0,0
566,T1L,0,0,0,6,1,0
567,T1L,0,0,0,12,1,0
568,T1L,0,0,0,0,0,0
569,T1L,0,0,0,0,0,0
570,T1L,0,0,0,17,1,0
571,T1L,26.75559092,1,0,11,1,0.325304808
572,T1L,0,0,0,0,0,0
573,T1L,0,0,0,8,1,0
574,T1L,0,0,0,0,0,0
575,T1L,0,0,0,9,1,0
576,T1L,0,0,0,0,0,0
577,T1L,0,0,0,6,1,0
578,T1L,0,0,0,0,0,0
579,T1L,0,0,0,8,1,0
580,T1L,0,0,0,14,1,0
581,T1L,0,0,0,0,0,0
582,T1L,0,0,0,0,0,0
583,T1L,0,0,0,0,0,0
584,T1L,0,0,0,11,1,0
585,T1L,0,0,0,0,0,0
586,T1L,0,0,0,10,1,0
587,T1L,0,0,0,0,0,0
588,T1L,0,0,0,0,0,0
589,T1L,0,0,0,0,0,0
590,T1L,0,0,0,0,0,0
591,T1L,0,0,0,0,0,0
592,T1L,0,0,0,0,0,0
593,T1L,0,0,0,0,0,0
594,T1L,0,0,0,0,0,0
595,T1L,0,0,0,0,0,0
596,T1L,0,0,0,10,1,0
597,T1L,19.7137541,1,0,14,1,0.323104187
598,T1L,31.49236741,1,0,6,1,0.358613824
599,T1L,0,0,0,0,0,0
600,T1L,0,0,0,9,1,0
601,T1L,0,0,0,9,1,0
602,T1L,0,0,0,0,0,0
603,T1L,0,0,0,0,0,0
604,T1L,0,0,0,0,0,0
605,T1L,0,0,0,0,0,0
606,T1L,0,0,0,0,0,0
607,T1L,28.19428577,1,0,7,1,0.348388969
608,T1L,0,0,0,0,0,0
609,T1L,0,0,0,0,0,0
610,T1L,0,0,0,0,0,0
611,T1L,0,0,0,15,1,0
612,T1L,0,0,0,13,1,0
613,T1L,0,0,0,0,0,0
614,T1L,0,0,0,0,0,0
615,T1L,0,0,0,0,0,0
616,T1L,0,0,0,0,0,0
617,T1L,0,0,0,0,0,0
618,T1L,0,0,0,10,1,0
619,T1L,0,0,0,0,0,0
620,T1L,0,0,0,11,1,0
621,T1L,0,0,0,0,0,0
622,T1L,0,0,0,0,0,0
623,T1L,0,0,0,0,0,0
624,T1L,0,0,0,0,0,0
625,T1L,0,0,0,9,1,0
626,T1L,0,0,0,0,0,0
627,T1L,0,0,0,0,0,0
628,T1L,0,0,0,0,0,0
629,T1L,0,0,0,0,0,0
630,T1L,0,0,0,10,1,0
631,T1L,0,0,0,10,1,0
632,T1L,0,0,0,0,0,0
633,T1L,0,0,0,4,1,0
634,T1L,0,0,0,11,1,0
635,T1L,0,0,0,11,1,0
636,T1L,0,0,0,8,1,0
637,T1L,0,0,0,0,0,0
638,T1L,0,0,0,0,0,0
639,T1L,0,0,0,0,0,0
640,T1L,0,0,0,10,1,0
641,T1L,27.55961189,1,0,6,1,0.227123676
642,T1L,0,0,0,0,0,0
643,T1L,0,0,0,11,1,0
644,T1L,0,0,0,0,0,0
645,T1L,0,0,0,11,1,0
646,T1L,0,0,0,15,1,0
647,T1L,0,0,0,0,0,0
648,T1L,0,0,0,0,0,0
649,T1L,0,0,0,0,0,0
650,T1L,0,0,0,0,0,0
651,T1L,0,0,0,0,0,0
652,T1L,0,0,0,0,0,0
653,T1L,0,0,0,10,1,0
654,T1L,0,0,0,0,0,0
655,T1L,0,0,0,0,0,0
656,T1L,0,0,0,9,1,0
657,T1L,0,0,0,0,0,0
658,T1L,0,0,0,0,0,0
659,T1L,0,0,0,0,0,0
660,T1L,0,0,0,0,0,0
661,T1L,0,0,0,0,0,0
662,T1L,0,0,0,0,0,0
663,T1L,0,0,0,0,0,0
664,T1L,0,0,0,11,1,0
665,T1L,0,0,0,0,0,0
666,T1L,27.41724772,1,0,8,1,0.295591415
667,T1L,0,0,0,16,1,0
668,T1L,0,0,0,14,1,0
669,T1L,0,0,0,0,0,0
670,T1L,0,0,0,0,0,0
671,T1L,0,0,0,0,0,0
672,T1L,0,0,0,0,0,0
673,T1L,32.61028697,1,0,11,1,0.30500733
674,T1L,0,0,0,13,1,0
675,T1L,0,0,0,0,0,0
676,T1L,0,0,0,0,0,0
677,T1L,0,0,0,0,0,0
678,T1L,0,0,0,0,0,0
679,T1L,0,0,0,0,0,0
680,T1L,0,0,0,16,1,0
681,T1L,0,0,0,0,0,0
682,T1L,0,0,0,0,0,0
683,T1L,0,0,0,10,1,0
684,T1L,0,0,0,0,0,0
685,T1L,0,0,0,0,0,0
686,T1L,0,0,0,0,0,0
687,T1L,0,0,0,0,0,0
688,T1L,0,0,0,0,0,0
689,T1L,0,0,0,0,0,0
690,T1L,0,0,0,0,0,0
691,T1L,0,0,0,0,0,0
692,T1L,0,0,0,11,1,0
693,T1L,0,0,0,12,1,0
694,T1L,0,0,0,12,1,0
695,T1L,0,0,0,7,1,0
696,T1L,0,0,0,0,0,0
697,T1L,0,0,0,9,1,0
698,T1L,0,0,0,0,0,0
699,T1L,0,0,0,0,0,0
700,T1L,0,0,0,9,1,0
701,T1L,0,0,0,0,0,0
702,T1L,0,0,0,12,1,0
703,T1L,0,0,0,0,0,0
704,T1L,0,0,0,0,0,0
705,T1L,0,0,0,0,0,0
706,T1L,0,0,0,0,0,0
707,T1L,0,0,0,0,0,0
708,T1L,0,0,0,15,1,0
709,T1L,0,0,0,0,0,0
710,T1L,0,0,0,0,0,0
711,T1L,0,0,0,16,1,0
712,T1L,0,0,0,0,0,0
713,T1L,0,0,0,10,1,0
714,T1L,0,0,0,0,0,0
715,T1L,0,0,0,11,1,0
716,T1L,0,0,0,0,0,0
717,T1L,0,0,0,0,0,0
718,T1L,0,0,0,0,0,0
719,T1L,0,0,0,13,1,0
720,T1L,0,0,0,0,0,0
721,T1L,0,0,0,0,0,0
722,T1L,0,0,0,0,0,0
723,T1L,0,0,0,14,1,0
724,T1L,0,0,0,0,0,0
725,T1L,0,0,0,14,1,0
726,T1L,0,0,0,12,1,0
727,T1L,0,0,0,12,1,0
728,T1L,0,0,0,0,0,0
729,T1L,0,0,0,0,0,0
730,T1L,0,0,0,0,0,0
731,T1L,0,0,0,12,1,0
732,T1L,0,0,0,15,1,0
733,T1L,0,0,0,10,1,0
734,T1L,0,0,0,0,0,0
735,T1L,0,0,0,0,0,0
736,T1L,0,0,0,0,0,0
737,T1L,0,0,0,0,0,0
738,T1L,0,0,0,0,0,0
739,T1L,0,0,0,7,1,0
740,T1L,0,0,0,0,0,0
741,T1L,0,0,0,9,1,0
742,T1L,0,0,0,0,0,0
743,T1L,0,0,0,0,0,0
744,T1L,0,0,0,0,0,0
745,T1L,0,0,0,0,0,0
746,T1L,0,0,0,0,0,0
747,T1L,0,0,0,14,1,0
748,T1L,0,0,0,5,1,0
749,T1L,0,0,0,0,0,0
750,T1L,0,0,0,12,1,0
751,T1L,0,0,0,0,0,0
752,T1L,0,0,0,9,1,0
753,T1L,0,0,0,0,0,0
754,T1L,0,0,0,0,0,0
755,T1L,0,0,0,10,1,0
756,T1L,23.81594126,1,1,10,1,0.227155158
757,T1L,0,0,0,0,0,0
758,T1L,0,0,0,5,1,0
759,T1L,0,0,0,0,0,0
760,T1L,0,0,0,5,1,0
761,T1L,0,0,0,11,1,0
762,T1L,0,0,0,0,0,0
763,T1L,0,0,0,0,0,0
764,T1L,0,0,0,0,0,0
765,T1L,0,0,0,0,0,0
